Equipo,Ciudad,Estadio,Liga,region,Año_fundacion,Años_cantidad,combined
Unión Paucartambo,Paucartambo,Municipal de Paucartambo,Copa Perú,Pasco,1931.0,93.0,Unión Paucartambo-Paucartambo-Pasco
Acubas,Ayabaca,Pampa de Lobo de Ayabaca,Copa Perú,Piura,1990.0,34.0,Acubas-Ayabaca-Piura
Alfonso Ugarte de Bernal,Bernal,Municipal de Bernal,Copa Perú,Piura,1931.0,93.0,Alfonso Ugarte de Bernal-Bernal-Piura
Alianza Atlético,Sullana,Campeones del 36,Primera División,Piura,1920.0,104.0,Alianza Atlético-Sullana-Piura
Alianza Junín,Chulucanas,Miguel García Esteves,Copa Perú,Piura,1954.0,70.0,Alianza Junín-Chulucanas-Piura
Alianza Las Lomas,Las Lomas,Municipal de Las Lomas,Copa Perú,Piura,1936.0,88.0,Alianza Las Lomas-Las Lomas-Piura
Alianza Libertad,Castilla,Manco Inca,Copa Perú,Piura,1960.0,64.0,Alianza Libertad-Castilla-Piura
Atlético Alianza,Bernal,Municipal de Bernal,Copa Perú,Piura,1942.0,82.0,Atlético Alianza-Bernal-Piura
Atlético Grau,Piura,Miguel Grau,Primera División,Piura,1919.0,105.0,Atlético Grau-Piura-Piura
Atlético Grau de Mallaritos,Sullana,Campeones del 36,Copa Perú,Piura,1920.0,104.0,Atlético Grau de Mallaritos-Sullana-Piura
Atlético Torino,Talara,Campeonísimo,Copa Perú,Piura,1957.0,67.0,Atlético Torino-Talara-Piura
Boys Fátima,Querecotillo,2 de febrero,Copa Perú,Piura,1952.0,72.0,Boys Fátima-Querecotillo-Piura
Carlos Concha,Negritos,Wilberto Herrera Carlín,Copa Perú,Piura,1957.0,67.0,Carlos Concha-Negritos-Piura
Centro Iqueño,La Unión,Municipal de La Unión,Copa Perú,Piura,1954.0,70.0,Centro Iqueño-La Unión-Piura
Cultural Mixto,Tambogrande,Fernando Arámbulo Santín,Copa Perú,Piura,1960.0,64.0,Cultural Mixto-Tambogrande-Piura
Cultural Paita,Paita,Hermanos Cárcamo,Copa Perú,Piura,1964.0,60.0,Cultural Paita-Paita-Piura
Defensor Arica,Bellavista,Melanio Coloma,Copa Perú,Piura,1957.0,67.0,Defensor Arica-Bellavista-Piura
Defensor Bellavista,Querocotillo,2 de febrero,Copa Perú,Piura,1971.0,53.0,Defensor Bellavista-Querocotillo-Piura
Defensor Bolognesi,Castilla,Manco Inca,Copa Perú,Piura,1981.0,43.0,Defensor Bolognesi-Castilla-Piura
Defensor del Chira,Querocotillo,2 de febrero,Copa Perú,Piura,1979.0,45.0,Defensor del Chira-Querocotillo-Piura
Defensor La Bocana,Sechura,Sesquicentenario,Copa Perú,Piura,1987.0,37.0,Defensor La Bocana-Sechura-Piura
Defensor Monte Sullón,Catacaos,Manuel Feijoó,Copa Perú,Piura,1988.0,36.0,Defensor Monte Sullón-Catacaos-Piura
Defensor Nuevo Catacaos,Catacaos,Manuel Feijoó,Copa Perú,Piura,1979.0,45.0,Defensor Nuevo Catacaos-Catacaos-Piura
Deportivo Caysa,Yapatera,Miguel García Esteves,Copa Perú,Piura,1954.0,70.0,Deportivo Caysa-Yapatera-Piura
Deportivo Defensor Unión,La Unión,La Unión,Copa Perú,Piura,1968.0,56.0,Deportivo Defensor Unión-La Unión-Piura
Deportivo Ignacio Merino,Piura,Miguel Grau,Copa Perú,Piura,,,Deportivo Ignacio Merino-Piura-Piura
Deportivo Melgar,Marcavelica,Las Palmeras,Copa Perú,Piura,1948.0,76.0,Deportivo Melgar-Marcavelica-Piura
Deportivo Miguel Checa,Miguel Checa,Víctor Montero Sojo,Copa Perú,Piura,1921.0,103.0,Deportivo Miguel Checa-Miguel Checa-Piura
Deportivo Monteverde,Chulucanas,Miguel García Esteves,Copa Perú,Piura,1956.0,68.0,Deportivo Monteverde-Chulucanas-Piura
Deportivo Municipal de Vice,Vice,Municipal de Vice,Copa Perú,Piura,1957.0,67.0,Deportivo Municipal de Vice-Vice-Piura
Deportivo UNP,Piura,Miguel Grau,Copa Perú,Piura,1971.0,53.0,Deportivo UNP-Piura-Piura
Diablos Rojos,Ignacio Escudero,Pablo Cruz Carrera,Copa Perú,Piura,1947.0,77.0,Diablos Rojos-Ignacio Escudero-Piura
Estrella Roja,Piura,Miguel Grau,Copa Perú,Piura,1934.0,90.0,Estrella Roja-Piura-Piura
Estudiantes FC de Chancay,Bernal,Municipal de Bernal,Copa Perú,Piura,1974.0,50.0,Estudiantes FC de Chancay-Bernal-Piura
FC Jibaja Che,Huancabamba,Pedro Potenciano Choquehuanca,Copa Perú,Piura,2012.0,12.0,FC Jibaja Che-Huancabamba-Piura
General San Martín,Salitral,El Taquillero,Copa Perú,Piura,1921.0,103.0,General San Martín-Salitral-Piura
Inca Juniors,Catacaos,Manuel Feijoó,Copa Perú,Piura,1946.0,78.0,Inca Juniors-Catacaos-Piura
Independiente de Sechura,Sechura,Sesquicentenario,Copa Perú,Piura,1942.0,82.0,Independiente de Sechura-Sechura-Piura
Jorge Chávez,Sullana,Campeones del 36,Copa Perú,Piura,1920.0,104.0,Jorge Chávez-Sullana-Piura
José Gálvez de Pampa de Loro,Sechura,Sesquicentenario,Copa Perú,Piura,1974.0,50.0,José Gálvez de Pampa de Loro-Sechura-Piura
José Olaya,Paita,Hermanos Cárcamo,Copa Perú,Piura,1976.0,48.0,José Olaya-Paita-Piura
Juventud Cautivo,San Miguel de El Faique,Pedro Potenciano Choquehuanca,Copa Perú,Piura,1979.0,45.0,Juventud Cautivo-San Miguel de El Faique-Piura
Liberal La Encantada,Chulucanas,Miguel García Estévez,Copa Perú,Piura,1983.0,41.0,Liberal La Encantada-Chulucanas-Piura
Liberal Sportivo,Talara,Campeonísimo,Copa Perú,Piura,1919.0,105.0,Liberal Sportivo-Talara-Piura
Nacional Defensor,Sullana,Campeones del 36,Copa Perú,Piura,1921.0,103.0,Nacional Defensor-Sullana-Piura
Olimpia,La Unión,Municipal de La Unión,Copa Perú,Piura,1954.0,70.0,Olimpia-La Unión-Piura
Porvenir Huáscar,Castilla,Manco Inca,Copa Perú,Piura,1976.0,48.0,Porvenir Huáscar-Castilla-Piura
Real Santa Teresita,Sullana,Campeones del 36,Copa Perú,Piura,1986.0,38.0,Real Santa Teresita-Sullana-Piura
River Plate de Catacaos,Catacaos,Manuel Feijoó,Copa Perú,Piura,1953.0,71.0,River Plate de Catacaos-Catacaos-Piura
Rueda Dominicana de Santo Domingo,Bernal,Municipal de Bernal,Copa Perú,Piura,1945.0,79.0,Rueda Dominicana de Santo Domingo-Bernal-Piura
San Lorenzo de Piura,Piura,Miguel Grau,Copa Perú,Piura,1947.0,77.0,San Lorenzo de Piura-Piura-Piura
San Luis,Salitral,El Taquillero,Copa Perú,Piura,1945.0,79.0,San Luis-Salitral-Piura
Sport Águila,Catacaos,Manuel Feijoó,Copa Perú,Piura,1916.0,108.0,Sport Águila-Catacaos-Piura
Sport Bellavista,Bellavista,Melanio Coloma,Copa Perú,Piura,1935.0,89.0,Sport Bellavista-Bellavista-Piura
Sport Blondell de Catacaos,Catacaos,Manuel Feijoó,Copa Perú,Piura,1944.0,80.0,Sport Blondell de Catacaos-Catacaos-Piura
Sport Blondell de Talara,Talara,Campeonísimo,Copa Perú,Piura,1915.0,109.0,Sport Blondell de Talara-Talara-Piura
Sport Bolívar,Colán,Revolución,Copa Perú,Piura,1964.0,60.0,Sport Bolívar-Colán-Piura
Sport Boys de Colán,Colán,Revolución,Copa Perú,Piura,1956.0,68.0,Sport Boys de Colán-Colán-Piura
Sport Chira,Viviate,Municipal de La Huaca,Copa Perú,Piura,1957.0,67.0,Sport Chira-Viviate-Piura
Sport Chorrillos de Máncora,Máncora,Municipal de Mancora,Copa Perú,Piura,1977.0,47.0,Sport Chorrillos de Máncora-Máncora-Piura
Sport Chorrillos de Querecotillo,Querecotillo,2 de febrero,Copa Perú,Piura,1969.0,55.0,Sport Chorrillos de Querecotillo-Querecotillo-Piura
Sport Escudero,Piura,Miguel Grau,Copa Perú,Piura,1920.0,104.0,Sport Escudero-Piura-Piura
Sport Estrella,Colán,Revolución,Copa Perú,Piura,1922.0,102.0,Sport Estrella-Colán-Piura
Sport Liberal,Piura,Miguel Grau,Copa Perú,Piura,1930.0,94.0,Sport Liberal-Piura-Piura
Sport Liberal La Peña,Miguel Checa,Víctor Montero de Sojo,Copa Perú,Piura,1984.0,40.0,Sport Liberal La Peña-Miguel Checa-Piura
Sport Túpac Amaru,Sullana,Campeones del 36,Copa Perú,Piura,1981.0,43.0,Sport Túpac Amaru-Sullana-Piura
Sport Unión,Viviate,Municipal de La Huaca,Copa Perú,Piura,1940.0,84.0,Sport Unión-Viviate-Piura
Sporting Club Sechura,Sechura,Sesquicentenario,Copa Perú,Piura,1921.0,103.0,Sporting Club Sechura-Sechura-Piura
Unión Deportivo Barrio Piura,El Alto,Santos Guerrero,Copa Perú,Piura,1957.0,67.0,Unión Deportivo Barrio Piura-El Alto-Piura
Unión Deportivo Chepito,Bernal,Municipal de Bernal,Copa Perú,Piura,1996.0,28.0,Unión Deportivo Chepito-Bernal-Piura
Unión Deportivo Parachique,Sechura,Sesquicentenario,Copa Perú,Piura,1962.0,62.0,Unión Deportivo Parachique-Sechura-Piura
Unión Salaverryna,Sullana,Campeones del 36,Copa Perú,Piura,1956.0,68.0,Unión Salaverryna-Sullana-Piura
ADEVIL,Juliaca,Guillermo Briceño,Copa Perú,Puno,1988.0,36.0,ADEVIL-Juliaca-Puno
Alfonso Ugarte,Puno,Monumental de la UNA,Segunda División,Puno,1928.0,96.0,Alfonso Ugarte-Puno-Puno
Alianza Porvenir,Yunguyo,Municipal de Yunguyo,Copa Perú,Puno,2010.0,14.0,Alianza Porvenir-Yunguyo-Puno
American Star,Juliaca,Guillermo Briceño,Copa Perú,Puno,1923.0,101.0,American Star-Juliaca-Puno
Atlético Toro,Puno,Enrique Torres Belón,Copa Perú,Puno,1996.0,28.0,Atlético Toro-Puno-Puno
Binacional,Desaguadero,Guillermo Briceño,Segunda División,Puno,2011.0,13.0,Binacional-Desaguadero-Puno
Carlos Varea,Puno,Enrique Torres Belón,Copa Perú,Puno,1952.0,72.0,Carlos Varea-Puno-Puno
Deportivo Ananea,Ananea,Municipal de Ananea,Copa Perú,Puno,2015.0,9.0,Deportivo Ananea-Ananea-Puno
Deportivo Enciniano,Juliaca,Guillermo Briceño,Copa Perú,Puno,1967.0,57.0,Deportivo Enciniano-Juliaca-Puno
Diablos Rojos,Juliaca,Guillermo Briceño,Copa Perú,Puno,1965.0,59.0,Diablos Rojos-Juliaca-Puno
Estudiantes Puno,Puno,Enrique Torres Belón,Copa Perú,Puno,1996.0,28.0,Estudiantes Puno-Puno-Puno
FC Sien Carabaya,Macusani,Municipal de Macusani,Copa Perú,Puno,1980.0,44.0,FC Sien Carabaya-Macusani-Puno
Franciscano San Román,Juliaca,Guillermo Briceño,Copa Perú,Puno,2001.0,23.0,Franciscano San Román-Juliaca-Puno
Miguel Grau,Ácora,Municipal de Ácora,Copa Perú,Puno,1978.0,46.0,Miguel Grau-Ácora-Puno
Municipal de Azángaro,Azángaro,Polideportivo Municipal de Azángaro,Copa Perú,Puno,,,Municipal de Azángaro-Azángaro-Puno
Policial Santa Rosa,Puno,Enrique Torres Belón,Copa Perú,Puno,2000.0,24.0,Policial Santa Rosa-Puno-Puno
Real Miraflores,Cabanillas,Ricardo Tapi Luna,Copa Perú,Puno,2011.0,13.0,Real Miraflores-Cabanillas-Puno
Unión Carolina,Puno,Carolino,Copa Perú,Puno,1905.0,119.0,Unión Carolina-Puno-Puno
Unión Fuerza Minera,Putina,Luis A. Gutiérrez,Copa Perú,Puno,2011.0,13.0,Unión Fuerza Minera-Putina-Puno
Universitario de Puno,Puno,Enrique Torres Belón,Copa Perú,Puno,1991.0,33.0,Universitario de Puno-Puno-Puno
Alianza NSM,Jepelacio,Municipal de Jepelacio,Copa Perú,San Martín,1982.0,42.0,Alianza NSM-Jepelacio-San Martín
Alianza Tres Unidos,Tres Unidos,Municipal de Tres Unidos,Copa Perú,San Martín,1992.0,32.0,Alianza Tres Unidos-Tres Unidos-San Martín
Asociación Deportiva Tahuisco,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1982.0,42.0,Asociación Deportiva Tahuisco-Moyobamba-San Martín
Atlético Belén,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1960.0,64.0,Atlético Belén-Moyobamba-San Martín
Ciro Alegría,Juan Guerra,Enrique Cassaretto,Copa Perú,San Martín,1969.0,55.0,Ciro Alegría-Juan Guerra-San Martín
Colegio Juan Guerra,Juan Guerra,Enrique Cassaretto,Copa Perú,San Martín,1992.0,32.0,Colegio Juan Guerra-Juan Guerra-San Martín
Constructora Trujillo,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,2014.0,10.0,Constructora Trujillo-Moyobamba-San Martín
Cultural Juanjuí,Juanjuí,Gran Pajatén,Copa Perú,San Martín,1942.0,82.0,Cultural Juanjuí-Juanjuí-San Martín
Defensor Banda de Shilcayo,La Banda de Shilcayo,Municipal Banda de Shilcayo,Copa Perú,San Martín,1980.0,44.0,Defensor Banda de Shilcayo-La Banda de Shilcayo-San Martín
Defensor Sisa,San José de Sisa,Eladio Tapullima,Copa Perú,San Martín,1979.0,45.0,Defensor Sisa-San José de Sisa-San Martín
Deportivo Cali,Tarapoto,Carlos Vidaurre García,Copa Perú,San Martín,1954.0,70.0,Deportivo Cali-Tarapoto-San Martín
Deportivo Comercio,Juanjuí,Gran Pajatén,Copa Perú,San Martín,1995.0,29.0,Deportivo Comercio-Juanjuí-San Martín
Deportivo Dos de Mayo,San Hilarión,Dos de Mayo,Copa Perú,San Martín,1978.0,46.0,Deportivo Dos de Mayo-San Hilarión-San Martín
Deportivo Zaragoza,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1928.0,96.0,Deportivo Zaragoza-Moyobamba-San Martín
Emilio San Martín,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1927.0,97.0,Emilio San Martín-Moyobamba-San Martín
Hugo Hausewell Vargas,Lamas,Hildebrando Hernán Salazar Saavedra,Copa Perú,San Martín,1982.0,42.0,Hugo Hausewell Vargas-Lamas-San Martín
Independiente Morales,Morales,Municipal de Morales,Copa Perú,San Martín,1979.0,45.0,Independiente Morales-Morales-San Martín
Juvenil San Pedro,San Antonio,La Bajada,Copa Perú,San Martín,1988.0,36.0,Juvenil San Pedro-San Antonio-San Martín
Kechwas Lamistas,Lamas,Municipal de Lamas,Copa Perú,San Martín,2012.0,12.0,Kechwas Lamistas-Lamas-San Martín
Olímpico,Rioja,Inca Pachacútec,Copa Perú,San Martín,1966.0,58.0,Olímpico-Rioja-San Martín
Oriental Sporting,Saposoa,Gran Saposoa,Copa Perú,San Martín,1966.0,58.0,Oriental Sporting-Saposoa-San Martín
Pesquero FC,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1999.0,25.0,Pesquero FC-Moyobamba-San Martín
San José,Agua Blanca,Tapullima,Copa Perú,San Martín,1998.0,26.0,San José-Agua Blanca-San Martín
Sargento Lores,El Eslabón,Adela Vargas Burga,Copa Perú,San Martín,1935.0,89.0,Sargento Lores-El Eslabón-San Martín
Sargento Lores,Moyobamba,IPD de Moyobamba,Copa Perú,San Martín,1964.0,60.0,Sargento Lores-Moyobamba-San Martín
Selva FC,Segunda Jerusalén,Municipal de Segunda Jerusalén,Copa Perú,San Martín,2002.0,22.0,Selva FC-Segunda Jerusalén-San Martín
Sport Boys,Tocache,Municipal de Tocache,Copa Perú,San Martín,1950.0,74.0,Sport Boys-Tocache-San Martín
Sport Boys Habana,Habana,Luis Gómez Encina,Copa Perú,San Martín,1940.0,84.0,Sport Boys Habana-Habana-San Martín
Sport Loreto de Cuñumbuqui,Cuñumbuqui,Municipal de Cuñumbuqui,Copa Perú,San Martín,1936.0,88.0,Sport Loreto de Cuñumbuqui-Cuñumbuqui-San Martín
Sport Progreso,Tocache,Municipal de Tocache,Copa Perú,San Martín,1942.0,82.0,Sport Progreso-Tocache-San Martín
Unión Comercio,Nueva Cajamarca,IPD de Moyobamba,Primera División,San Martín,2002.0,22.0,Unión Comercio-Nueva Cajamarca-San Martín
Unión Cumbaza,San Antonio,Municipal de San Antonio,Copa Perú,San Martín,1983.0,41.0,Unión Cumbaza-San Antonio-San Martín
Unión Tarapoto,Tarapoto,Carlos Vidaurre García,Copa Perú,San Martín,1956.0,68.0,Unión Tarapoto-Tarapoto-San Martín
Universitario de Sauce,Sauce,Municipal del 8 de julio,Copa Perú,San Martín,1966.0,58.0,Universitario de Sauce-Sauce-San Martín
Zaragoza FC,Lamas,Municipal de Lamas,Copa Perú,San Martín,1979.0,45.0,Zaragoza FC-Lamas-San Martín
Alfonso Ugarte,Tacna,Jorge Basadre,Copa Perú,Tacna,1930.0,94.0,Alfonso Ugarte-Tacna-Tacna
Atlético San Pedro,Candarave,Municipal de Candarave,Copa Perú,Tacna,1983.0,41.0,Atlético San Pedro-Candarave-Tacna
Club Social 14,Ciudad Nueva,28 de agosto,Copa Perú,Tacna,1993.0,31.0,Club Social 14-Ciudad Nueva-Tacna
Coronel Bolognesi,Tacna,Jorge Basadre,Copa Perú,Tacna,1930.0,94.0,Coronel Bolognesi-Tacna-Tacna
Defensor Tacna,Tacna,Jorge Basadre,Copa Perú,Tacna,1963.0,61.0,Defensor Tacna-Tacna-Tacna
Defensor UNTAC,Tacna,Jorge Basadre,Copa Perú,Tacna,1971.0,53.0,Defensor UNTAC-Tacna-Tacna
Deportivo Eléctrico,Tacna,Jorge Basadre,Copa Perú,Tacna,1928.0,96.0,Deportivo Eléctrico-Tacna-Tacna
Deportivo Municipal de Tacna,Tacna,Jorge Basadre,Copa Perú,Tacna,1966.0,58.0,Deportivo Municipal de Tacna-Tacna-Tacna
Deportivo Victoria,Tacna,Jorge Basadre,Copa Perú,Tacna,1939.0,85.0,Deportivo Victoria-Tacna-Tacna
Juventud Locumba,Locumba,Municipal de Locumba,Copa Perú,Tacna,1941.0,83.0,Juventud Locumba-Locumba-Tacna
Mariscal Miller,Tacna,Jorge Basadre,Copa Perú,Tacna,1961.0,63.0,Mariscal Miller-Tacna-Tacna
Sport Junior,Ilabaya,Mirave,Copa Perú,Tacna,1991.0,33.0,Sport Junior-Ilabaya-Tacna
Unión Alfonso Ugarte,Gregorio Albarracín,Joel Gutiérrez,Copa Perú,Tacna,2003.0,21.0,Unión Alfonso Ugarte-Gregorio Albarracín-Tacna
Unión Los Palos FC,La Yarada-Los Palos,Jorge Basadre,Copa Perú,Tacna,1976.0,48.0,Unión Los Palos FC-La Yarada-Los Palos-Tacna
Unión Mirave,Ilabaya,Mirave,Copa Perú,Tacna,1977.0,47.0,Unión Mirave-Ilabaya-Tacna
Urbanización Tacna,Pocollay,Municipal de Pocollay,Copa Perú,Tacna,1993.0,31.0,Urbanización Tacna-Pocollay-Tacna
Virgen de la Natividad,Tacna,Jorge Basadre,Copa Perú,Tacna,2020.0,4.0,Virgen de la Natividad-Tacna-Tacna
24 de Julio,Papayal,Integración,Copa Perú,Tumbes,1945.0,79.0,24 de Julio-Papayal-Tumbes
Alianza Grau,Zorritos,IPD de Zorritos,Copa Perú,Tumbes,1975.0,49.0,Alianza Grau-Zorritos-Tumbes
Alianza Tumbesina,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1948.0,76.0,Alianza Tumbesina-Tumbes-Tumbes
Andrés Araujo,San Juan de la Virgen,24 de Junio,Copa Perú,Tumbes,1953.0,71.0,Andrés Araujo-San Juan de la Virgen-Tumbes
Comercial Aguas Verdes,Zarumilla,24 de julio,Copa Perú,Tumbes,1971.0,53.0,Comercial Aguas Verdes-Zarumilla-Tumbes
Cristal Tumbes,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1981.0,43.0,Cristal Tumbes-Tumbes-Tumbes
Defensor San José,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1965.0,59.0,Defensor San José-Tumbes-Tumbes
Deportivo Ferrocarril,Zarumilla,24 de julio,Copa Perú,Tumbes,1950.0,74.0,Deportivo Ferrocarril-Zarumilla-Tumbes
Deportivo Huracán,Corrales,Municipal de Corrales,Copa Perú,Tumbes,1959.0,65.0,Deportivo Huracán-Corrales-Tumbes
Deportivo Municipal de Vaquería,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1950.0,74.0,Deportivo Municipal de Vaquería-Pampas de Hospital-Tumbes
Deportivo Pacífico,Zarumilla,24 de julio,Copa Perú,Tumbes,1949.0,75.0,Deportivo Pacífico-Zarumilla-Tumbes
Deportivo UNT,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1984.0,40.0,Deportivo UNT-Tumbes-Tumbes
Dos de Mayo,Casa Blanqueada,7 de junio,Copa Perú,Tumbes,1947.0,77.0,Dos de Mayo-Casa Blanqueada-Tumbes
Estrella Roja de Oidor,Casa Blanqueada,7 de junio,Copa Perú,Tumbes,1958.0,66.0,Estrella Roja de Oidor-Casa Blanqueada-Tumbes
Independiente Aguas Verdes,Aguas Verdes,24 de julio,Copa Perú,Tumbes,1985.0,39.0,Independiente Aguas Verdes-Aguas Verdes-Tumbes
José Chiroque Cielo,Zarumilla,24 de Julio,Copa Perú,Tumbes,2009.0,15.0,José Chiroque Cielo-Zarumilla-Tumbes
Leoncio Prado,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1956.0,68.0,Leoncio Prado-Pampas de Hospital-Tumbes
Renovación Pacífico,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,2005.0,19.0,Renovación Pacífico-Tumbes-Tumbes
Sport Bocapán,Bocapán,IPD de Zorritos,Copa Perú,Tumbes,1961.0,63.0,Sport Bocapán-Bocapán-Tumbes
Sport Bolognesi,Zarumilla,24 de julio,Copa Perú,Tumbes,1939.0,85.0,Sport Bolognesi-Zarumilla-Tumbes
Sport Buenos Aires,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1953.0,71.0,Sport Buenos Aires-Tumbes-Tumbes
Sport Cabuyal,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1963.0,61.0,Sport Cabuyal-Pampas de Hospital-Tumbes
Sport Libertad de Tacural,San Juan de la Virgen,24 de Junio,Copa Perú,Tumbes,1943.0,81.0,Sport Libertad de Tacural-San Juan de la Virgen-Tumbes
Sport Pampas,Pampas de Hospital,Andrés Feijóo Zárate,Copa Perú,Tumbes,1964.0,60.0,Sport Pampas-Pampas de Hospital-Tumbes
Sport Progresista Los Pinos,Zorritos,IPD de Zorritos,Copa Perú,Tumbes,1977.0,47.0,Sport Progresista Los Pinos-Zorritos-Tumbes
Sport Progreso Realengal,Corrales,Municipal de Corrales,Copa Perú,Tumbes,1951.0,73.0,Sport Progreso Realengal-Corrales-Tumbes
Sport San Martín,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1920.0,104.0,Sport San Martín-Tumbes-Tumbes
Sport Tumbes,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1919.0,105.0,Sport Tumbes-Tumbes-Tumbes
Sport Unión,Zarumilla,24 de julio,Copa Perú,Tumbes,1950.0,74.0,Sport Unión-Zarumilla-Tumbes
Sport Zarumilla,Zarumilla,24 de julio,Copa Perú,Tumbes,1922.0,102.0,Sport Zarumilla-Zarumilla-Tumbes
Sporting Pizarro,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,1953.0,71.0,Sporting Pizarro-Tumbes-Tumbes
Unión Pacífico,Tumbes,Mariscal Cáceres,Copa Perú,Tumbes,2002.0,22.0,Unión Pacífico-Tumbes-Tumbes
Alianza Callao,Yarinacocha,Jorge Forest Forest,Copa Perú,Ucayali,1962.0,62.0,Alianza Callao-Yarinacocha-Ucayali
Atlético Callao,Yarinacocha,Jorge Forest Forest,Copa Perú,Ucayali,1965.0,59.0,Atlético Callao-Yarinacocha-Ucayali
Colegio Comercio,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1987.0,37.0,Colegio Comercio-Pucallpa-Ucayali
Comandante Alvariño,Masisea,Municipal de Masisea,Copa Perú,Ucayali,1935.0,89.0,Comandante Alvariño-Masisea-Ucayali
Defensor Pucallpa,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1962.0,62.0,Defensor Pucallpa-Pucallpa-Ucayali
Defensor San Alejandro,Irazola,Municipal de San Alejandro,Copa Perú,Ucayali,1970.0,54.0,Defensor San Alejandro-Irazola-Ucayali
Deportivo Bancos,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1955.0,69.0,Deportivo Bancos-Pucallpa-Ucayali
Deportivo Hospital,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1971.0,53.0,Deportivo Hospital-Pucallpa-Ucayali
Deportivo Municipal,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1966.0,58.0,Deportivo Municipal-Pucallpa-Ucayali
Deportivo Pucallpa,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1947.0,77.0,Deportivo Pucallpa-Pucallpa-Ucayali
Deportivo Vásquez,Irazola,Municipal de San Alejandro,Copa Perú,Ucayali,1956.0,68.0,Deportivo Vásquez-Irazola-Ucayali
La Paz Pachitea,Tournavista,Aliardo Soria Pérez,Copa Perú,Ucayali,1996.0,28.0,La Paz Pachitea-Tournavista-Ucayali
Lomas de La Molina,Yarinacocha,Jorge Forest Forest,Copa Perú,Ucayali,2007.0,17.0,Lomas de La Molina-Yarinacocha-Ucayali
Miguel Grau,Atalaya,Municipal de Atalaya,Copa Perú,Ucayali,1926.0,98.0,Miguel Grau-Atalaya-Ucayali
Santa Rosa,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1959.0,65.0,Santa Rosa-Pucallpa-Ucayali
Sport Loreto,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1940.0,84.0,Sport Loreto-Pucallpa-Ucayali
UNU,Pucallpa,Aliardo Soria Pérez,Copa Perú,Ucayali,1991.0,33.0,UNU-Pucallpa-Ucayali
Alianza Cachipampa,Cachipampa,Estadio Santo Domingo de Guzmán,Copa Perú,Áncash,1956.0,68.0,Alianza Cachipampa-Cachipampa-Áncash
Alianza Miramar,Chimbote,Estadio Manuel Rivera Sánchez,Copa Perú,Áncash,1942.0,82.0,Alianza Miramar-Chimbote-Áncash
Alianza Saénz Peña,Pariacoto,Estadio Municipal de Pariacoto,Copa Perú,Áncash,1949.0,75.0,Alianza Saénz Peña-Pariacoto-Áncash
Alianza San Jacinto,Nepeña,Estadio Justo Ruiz Prieto,Copa Perú,Áncash,1928.0,96.0,Alianza San Jacinto-Nepeña-Áncash
Alianza San Luis,Coishco,Estadio Municipal de Coishco,Copa Perú,Áncash,1989.0,35.0,Alianza San Luis-Coishco-Áncash
Alianza Vicos,Marcará,Estadio Municipal de Marcará,Copa Perú,Áncash,1967.0,57.0,Alianza Vicos-Marcará-Áncash
América Samanco[6]​,Samanco,Estadio Justino Aponte,Copa Perú,Áncash,1950.0,74.0,América Samanco[6]​-Samanco-Áncash
AMOSA,Huaraz,Estadio Rosas Pampa,Copa Perú,Áncash,1973.0,51.0,AMOSA-Huaraz-Áncash
Atlético Bruces,Nuevo Chimbote,Estadio César Cueto,Copa Perú,Áncash,1986.0,38.0,Atlético Bruces-Nuevo Chimbote-Áncash
Atlético Huascarán,Mancos,Estadio Municipal de Mancos,Copa Perú,Áncash,1955.0,69.0,Atlético Huascarán-Mancos-Áncash
Atlético Huayán,Huayán,Estadio 13 de Junio,Copa Perú,Áncash,1967.0,57.0,Atlético Huayán-Huayán-Áncash
